Datetime,Stat
2025-06-09 11:32:56,1.0
2025-06-09 11:33:05,0.9995561733172096
2025-06-09 11:33:13,0.9997322161544936
2025-06-09 11:33:21,0.9997031078297496
2025-06-09 11:33:30,0.9997193875986516
2025-06-09 11:33:38,0.9997859580541196
2025-06-09 11:33:47,0.9997642831743089
2025-06-09 11:33:55,0.9997126674311829
2025-06-09 11:34:03,0.999720083905241
2025-06-09 11:34:12,0.9993561840456859
2025-06-09 11:34:20,0.9997644318293737
2025-06-09 11:34:29,0.9997563873145753
2025-06-09 11:34:37,0.9997597798737068
2025-06-09 11:34:45,0.9962519955685588
2025-06-09 11:34:54,0.9996499479024828
2025-06-09 11:35:02,0.9995946696460977
2025-06-09 11:35:11,0.9997763060516451
2025-06-09 11:35:19,0.9996933810947941
2025-06-09 11:35:27,0.9996839541069097
2025-06-09 11:35:36,0.9995133483684537
2025-06-09 11:35:44,0.9997315024663932
2025-06-09 11:35:53,0.999686023194088
2025-06-09 11:36:01,0.999740893945701
2025-06-09 11:36:09,0.9997555399841909
2025-06-09 11:36:18,0.9994371724207354
2025-06-09 11:36:26,0.999618171392185
2025-06-09 11:36:35,0.9965234605303364
2025-06-09 11:36:43,0.9997810830233165
2025-06-09 11:36:51,0.9995477455210817
2025-06-09 11:37:00,0.999597748903025
2025-06-09 11:37:08,0.9994112026419495
2025-06-09 11:37:16,0.999765764352375
2025-06-09 11:37:25,0.9996247327879533
2025-06-09 11:37:33,0.999768380432838
2025-06-09 11:37:42,0.9995618876738296
2025-06-09 11:37:50,0.9997900183821732
2025-06-09 11:37:58,0.9997530775071584
2025-06-09 11:38:07,0.9997983927983182
2025-06-09 11:38:15,0.9997814454445275
2025-06-09 11:38:24,0.9962764456097888
2025-06-09 11:38:32,0.9997121598524573
2025-06-09 11:38:40,0.9997391911750341
2025-06-09 11:38:49,0.9997874610641947
2025-06-09 11:38:57,0.9997219465259823
2025-06-09 11:39:06,0.9997636953120101
2025-06-09 11:39:14,0.9997397573807679
2025-06-09 11:39:22,0.9997268840032584
2025-06-09 11:39:31,0.999800896376096
2025-06-09 11:39:39,0.9998140039331521
2025-06-09 11:39:48,0.999729612361603
2025-06-09 11:39:56,0.9997244371298188
2025-06-09 11:40:04,0.9997220017808216
2025-06-09 11:40:13,0.9997702601734095
2025-06-09 11:40:21,0.999773778406168
2025-06-09 11:40:30,0.9997818417098061
2025-06-09 11:40:38,0.999788356747732
2025-06-09 11:40:46,0.9997985222125443
2025-06-09 11:40:55,0.9997836152318504
2025-06-09 11:41:03,0.9997949405604397
2025-06-09 11:41:11,0.9998157005221799
2025-06-09 11:41:20,0.999787030625019
2025-06-09 11:41:28,0.9997532809201066
2025-06-09 11:41:37,0.9997765571392329
2025-06-09 11:41:45,0.9997598410422245
2025-06-09 11:41:53,0.9997870787291622
2025-06-09 11:42:02,0.9997562237610188
2025-06-09 11:42:10,0.9997303473566572
2025-06-09 11:42:19,0.999772068106653
2025-06-09 11:42:27,0.9997665617816771
2025-06-09 11:42:35,0.9997810713704263
2025-06-09 11:42:44,0.9997145223147141
2025-06-09 11:42:52,0.9996973220445912
2025-06-09 11:43:01,0.9997281789774198
2025-06-09 11:43:09,0.9997967157076161
2025-06-09 11:43:17,0.9997829248678171
2025-06-09 11:43:26,0.999677758108772
2025-06-09 11:43:34,0.9997607429452536
2025-06-09 11:43:43,0.9997650790511504
2025-06-09 11:43:51,0.9996751937463967
2025-06-09 11:43:59,0.9959912607721221
2025-06-09 11:44:08,0.9997848832413044
2025-06-09 11:44:16,0.9997719408131521
2025-06-09 11:44:25,0.9997655262384363
2025-06-09 11:44:33,0.9997968855536946
2025-06-09 11:44:41,0.9997479454661218
2025-06-09 11:44:50,0.9997384186907402
2025-06-09 11:44:58,0.9997441186866706
2025-06-09 11:45:06,0.9997235303324585
2025-06-09 11:45:15,0.99978872573674
2025-06-09 11:45:23,0.99971432598287
2025-06-09 11:45:32,0.9998119214065785
2025-06-09 11:45:40,0.9998102848684176
2025-06-09 11:45:48,0.9997038987589729
2025-06-09 11:45:57,0.999736975685546
2025-06-09 11:46:05,0.9997862267751142
2025-06-09 11:46:14,0.9997778738474891
2025-06-09 11:46:22,0.9997452974831137
2025-06-09 11:46:30,0.999772638455721
2025-06-09 11:46:39,0.9997607346298512
2025-06-09 11:46:47,0.9997633547683735
2025-06-09 11:46:56,0.9997517430235081
2025-06-09 11:47:04,0.9997388099705344
2025-06-09 11:47:12,0.99954302628129
2025-06-09 11:47:21,0.9997532754294003
2025-06-09 11:47:29,0.9997882882661377
2025-06-09 11:47:38,0.9997720610239615
2025-06-09 11:47:46,0.9997727424710278
2025-06-09 11:47:54,0.9997611131809522
2025-06-09 11:48:03,0.9997347282379686
2025-06-09 11:48:11,0.9997212074872821
2025-06-09 11:48:20,0.9997456364131059
2025-06-09 11:48:28,0.9997094710500659
2025-06-09 11:48:36,0.9996864411494363
