Datetime,Stat
2025-06-09 11:32:56,4093.796307498969
2025-06-09 11:33:05,4090.6389082722612
2025-06-09 11:33:13,4100.319580485532
2025-06-09 11:33:21,4089.7821407992897
2025-06-09 11:33:30,4082.4396003038523
2025-06-09 11:33:38,4100.18673590769
2025-06-09 11:33:47,4104.097120510969
2025-06-09 11:33:55,4103.053074038758
2025-06-09 11:34:03,4085.2066608250293
2025-06-09 11:34:12,4105.918413811466
2025-06-09 11:34:20,4111.034478286712
2025-06-09 11:34:29,4119.275505005511
2025-06-09 11:34:37,4115.330638754777
2025-06-09 11:34:45,4118.8484839235225
2025-06-09 11:34:54,4124.0676685081235
2025-06-09 11:35:02,4108.805383627312
2025-06-09 11:35:11,4127.44314728878
2025-06-09 11:35:19,4131.567250215048
2025-06-09 11:35:27,4133.577063220385
2025-06-09 11:35:36,4132.900118007905
2025-06-09 11:35:44,4143.406322279523
2025-06-09 11:35:53,4133.842087267148
2025-06-09 11:36:01,4147.404620887692
2025-06-09 11:36:09,4123.278097848454
2025-06-09 11:36:18,4131.578846473587
2025-06-09 11:36:26,4125.188813032236
2025-06-09 11:36:35,4093.274844363662
2025-06-09 11:36:43,4128.415249899608
2025-06-09 11:36:51,4097.65104886148
2025-06-09 11:37:00,4087.3353284764007
2025-06-09 11:37:08,4078.310369722064
2025-06-09 11:37:16,4072.3014617906415
2025-06-09 11:37:25,4061.722768304876
2025-06-09 11:37:33,4061.9204653784795
2025-06-09 11:37:42,4066.3784769325302
2025-06-09 11:37:50,4068.397681623036
2025-06-09 11:37:58,4073.352296198301
2025-06-09 11:38:07,4067.099020473674
2025-06-09 11:38:15,4059.851476904643
2025-06-09 11:38:24,4056.6385037620007
2025-06-09 11:38:32,4060.23033329402
2025-06-09 11:38:40,4050.084234226992
2025-06-09 11:38:49,4049.7207539690435
2025-06-09 11:38:57,4043.4553565704473
2025-06-09 11:39:06,4037.9785278695003
2025-06-09 11:39:14,4036.023830922023
2025-06-09 11:39:22,4029.1881645973863
2025-06-09 11:39:31,4035.592848417348
2025-06-09 11:39:39,4030.2766760525656
2025-06-09 11:39:48,4026.6813310277635
2025-06-09 11:39:56,4027.9384634279377
2025-06-09 11:40:04,4021.505389514542
2025-06-09 11:40:13,4016.631989117788
2025-06-09 11:40:21,4020.9699531190595
2025-06-09 11:40:30,4020.0317399365786
2025-06-09 11:40:38,4024.714620795393
2025-06-09 11:40:46,4019.5076259968555
2025-06-09 11:40:55,4024.7446855581725
2025-06-09 11:41:03,4024.386698278324
2025-06-09 11:41:11,4023.5996732257718
2025-06-09 11:41:20,4023.3345905248966
2025-06-09 11:41:28,4023.7266648655905
2025-06-09 11:41:37,4025.730905119124
2025-06-09 11:41:45,4025.9244985781197
2025-06-09 11:41:53,4015.4024212849654
2025-06-09 11:42:02,4018.791583786415
2025-06-09 11:42:10,4015.260719762532
2025-06-09 11:42:19,4026.8366213169475
2025-06-09 11:42:27,4021.8398959217175
2025-06-09 11:42:35,4025.6134249250686
2025-06-09 11:42:44,4016.4242167094703
2025-06-09 11:42:52,4027.490472327565
2025-06-09 11:43:01,4025.1110418294024
2025-06-09 11:43:09,4019.761936161308
2025-06-09 11:43:17,4022.7760934356947
2025-06-09 11:43:26,4025.5581328373214
2025-06-09 11:43:34,4031.2847192996796
2025-06-09 11:43:43,4030.16895600411
2025-06-09 11:43:51,4024.8199217842794
2025-06-09 11:43:59,4024.884956228247
2025-06-09 11:44:08,4031.5577524503733
2025-06-09 11:44:16,4031.7313250327506
2025-06-09 11:44:25,4027.7192380728006
2025-06-09 11:44:33,4036.854906727199
2025-06-09 11:44:41,4036.2958391249026
2025-06-09 11:44:50,4051.3690962528153
2025-06-09 11:44:58,4064.502581819725
2025-06-09 11:45:06,4049.166540781823
2025-06-09 11:45:15,4065.8775848282485
2025-06-09 11:45:23,4059.486691572953
2025-06-09 11:45:32,4052.736529127177
2025-06-09 11:45:40,4067.0873719521123
2025-06-09 11:45:48,4077.620568133134
2025-06-09 11:45:57,4069.2088864927055
2025-06-09 11:46:05,4072.2328340856
2025-06-09 11:46:14,4078.4644187323966
2025-06-09 11:46:22,4095.9861323268083
2025-06-09 11:46:30,4074.540091755243
2025-06-09 11:46:39,4072.9523452162457
2025-06-09 11:46:47,4069.2256193236017
2025-06-09 11:46:56,4078.5877707097497
2025-06-09 11:47:04,4084.6682975185395
2025-06-09 11:47:12,4086.001441366552
2025-06-09 11:47:21,4070.466669392673
2025-06-09 11:47:29,4076.453738335422
2025-06-09 11:47:38,4091.7279112069323
2025-06-09 11:47:46,4085.6413868934806
2025-06-09 11:47:54,4078.487152261538
2025-06-09 11:48:03,4089.882184425887
2025-06-09 11:48:11,4082.4318790246343
2025-06-09 11:48:20,4095.5276644057294
2025-06-09 11:48:28,4073.8113575439747
2025-06-09 11:48:36,4081.6257857983182
2025-06-09 11:48:45,4096.348625192586
2025-06-09 11:48:53,4095.4150135922905
2025-06-09 11:49:01,4080.632945490888
2025-06-09 11:49:10,4077.499854990965
2025-06-09 11:49:18,4086.0684197310734
2025-06-09 11:49:27,4077.4032631485757
2025-06-09 11:49:35,4099.026353099529
2025-06-09 11:49:43,4082.5157681755386
2025-06-09 11:49:52,4087.883896883851
2025-06-09 11:50:00,4091.2759432118446
2025-06-09 11:50:09,4088.2794456728543
2025-06-09 11:50:17,4081.8553978873365
2025-06-09 11:50:25,4085.934560448377
2025-06-09 11:50:34,4058.7141012693774
2025-06-09 11:50:42,4067.249581337104
2025-06-09 11:50:51,4057.573837632791
2025-06-09 11:50:59,4076.318948627952
2025-06-09 11:51:07,4069.0654843657653
2025-06-09 11:51:16,4045.3905182093704
2025-06-09 11:51:24,4056.0027420868464
2025-06-09 11:51:33,4060.411895933051
2025-06-09 11:51:41,4055.1343622537543
2025-06-09 11:51:49,4034.9281059304863
2025-06-09 11:51:58,4053.767854101713
2025-06-09 11:52:06,4038.0068322391553
2025-06-09 11:52:14,4042.9218088068546
2025-06-09 11:52:23,4037.7424101606193
2025-06-09 11:52:31,4033.7274312340705
2025-06-09 11:52:40,4042.103686750918
2025-06-09 11:52:48,4038.3271544460695
2025-06-09 11:52:56,4044.236183038387
2025-06-09 11:53:05,4030.0893973344273
2025-06-09 11:53:13,4027.2619476951495
2025-06-09 11:53:22,4037.5019378261745
2025-06-09 11:53:30,4035.0062194089514
2025-06-09 11:53:38,4038.7969128648974
2025-06-09 11:53:47,4038.745849731905
2025-06-09 11:53:55,4040.6453374628645
2025-06-09 11:54:04,4035.6163152443096
2025-06-09 11:54:12,4027.9172968603198
2025-06-09 11:54:20,4036.165994921551
2025-06-09 11:54:29,4047.3192103232736
2025-06-09 11:54:37,4025.693645827169
2025-06-09 11:54:46,4031.2441183519104
2025-06-09 11:54:54,4025.9971706528095
2025-06-09 11:55:02,4027.1242536284835
2025-06-09 11:55:11,4033.894708410273
2025-06-09 11:55:19,4033.648266995181
2025-06-09 11:55:27,4023.1791167663423
2025-06-09 11:55:36,4036.727792604935
2025-06-09 11:55:44,4025.368682585545
2025-06-09 11:55:53,4027.1919813947025
2025-06-09 11:56:01,4024.6446260922735
2025-06-09 11:56:09,4022.5798378579616
2025-06-09 11:56:18,4028.7058234185806
2025-06-09 11:56:26,4024.2978903957255
2025-06-09 11:56:35,4019.974686117932
2025-06-09 11:56:43,4020.777173436466
2025-06-09 11:56:51,4032.6291307504634
2025-06-09 11:57:00,4017.7635685931837
2025-06-09 11:57:08,4023.692884925043
2025-06-09 11:57:17,4023.835602959539
2025-06-09 11:57:25,4020.5855068708684
2025-06-09 11:57:33,4022.1363873016817
2025-06-09 11:57:42,4027.7606565023907
2025-06-09 11:57:50,4022.455306243834
2025-06-09 11:57:59,4032.6157411406834
2025-06-09 11:58:07,4021.199930204556
2025-06-09 11:58:15,4022.7900798994883
2025-06-09 11:58:24,4024.385295921129
2025-06-09 11:58:32,4022.69139006074
2025-06-09 11:58:41,4029.754576766228
2025-06-09 11:58:49,4026.885529514677
2025-06-09 11:58:57,4028.1821784539934
2025-06-09 11:59:06,4029.1657643448048
2025-06-09 11:59:14,4023.432257413624
2025-06-09 11:59:22,4024.7714972463646
2025-06-09 11:59:31,4028.2652681552336
2025-06-09 11:59:39,4022.949468955143
2025-06-09 11:59:48,4027.447900880672
2025-06-09 11:59:56,4026.6512203460425
2025-06-09 12:00:04,4026.206048470063
2025-06-09 12:00:13,4026.506594573083
2025-06-09 12:00:21,4029.200970211409
2025-06-09 12:00:30,4028.590782410647
2025-06-09 12:00:38,4028.851251707176
2025-06-09 12:00:46,4021.9314331554397
2025-06-09 12:00:55,4023.9853567709447
2025-06-09 12:01:03,4025.0550240557477
2025-06-09 12:01:12,4027.2110717861633
2025-06-09 12:01:20,4026.6346988539985
2025-06-09 12:01:28,4020.962320320441
2025-06-09 12:01:37,4026.3066249779367
2025-06-09 12:01:45,4029.639149229556
2025-06-09 12:01:54,4023.1044345493087
2025-06-09 12:02:02,4027.2182165131153
2025-06-09 12:02:10,4028.7921793920787
2025-06-09 12:02:19,4031.0230283027167
2025-06-09 12:02:27,4021.8321377592547
2025-06-09 12:02:36,4022.386050538499
2025-06-09 12:02:44,4020.188674079331
2025-06-09 12:02:52,4023.5664167205123
2025-06-09 12:03:01,4027.7799415617046
2025-06-09 12:03:09,4029.838366450581
2025-06-09 12:03:17,4026.8659671425976
2025-06-09 12:03:26,4022.5028221552093
2025-06-09 12:03:34,4026.6778316241503
2025-06-09 12:03:43,4021.0082956251763
2025-06-09 12:03:51,4026.4554988470013
2025-06-09 12:03:59,4018.940940297021
2025-06-09 12:04:08,4024.257285869923
2025-06-09 12:04:16,4027.1243888155213
2025-06-09 12:04:25,4024.276378656632
2025-06-09 12:04:33,4034.872337225894
2025-06-09 12:04:41,4034.2209244395044
2025-06-09 12:04:50,4034.3431522259375
2025-06-09 12:04:58,4029.624410962197
2025-06-09 12:05:07,4022.2435103071075
2025-06-09 12:05:15,4035.2063324560368
2025-06-09 12:05:23,4038.925293838007
2025-06-09 12:05:32,4032.3678982961
2025-06-09 12:05:40,4036.6741456709424
2025-06-09 12:05:49,4029.669989656112
2025-06-09 12:05:57,4048.5682458432498
2025-06-09 12:06:05,4040.310271339784
2025-06-09 12:06:14,4041.027962111933
2025-06-09 12:06:22,4046.1887504412207
2025-06-09 12:06:31,4039.951622674592
2025-06-09 12:06:39,4045.802149262857
2025-06-09 12:06:47,4044.0700278719723
2025-06-09 12:06:56,4057.0818432609585
2025-06-09 12:07:04,4053.659466697447
2025-06-09 12:07:12,4057.589948508642
2025-06-09 12:07:21,4062.21861605772
2025-06-09 12:07:29,4068.3682972010424
2025-06-09 12:07:38,4061.356090466738
2025-06-09 12:07:46,4060.428524559522
2025-06-09 12:07:55,4058.1496136056144
2025-06-09 12:08:03,4060.626696478893
2025-06-09 12:08:11,4059.015666870185
2025-06-09 12:08:20,4069.08331528767
2025-06-09 12:08:28,4057.1423094710617
2025-06-09 12:08:37,4066.4287819075216
2025-06-09 12:08:45,4079.532485228253
2025-06-09 12:08:53,4075.2548138033662
2025-06-09 12:09:02,4073.509413880255
2025-06-09 12:09:10,4062.818777209902
2025-06-09 12:09:19,4074.376745504913
2025-06-09 12:09:27,4075.8619089864724
2025-06-09 12:09:35,4095.9605518110284
2025-06-09 12:09:44,4078.358422737661
2025-06-09 12:09:52,4091.807347518686
2025-06-09 12:10:00,4105.960708551404
2025-06-09 12:10:09,4087.8258991577227
2025-06-09 12:10:17,4124.463648764917
2025-06-09 12:10:26,4096.587579602552
2025-06-09 12:10:34,4104.386749979027
2025-06-09 12:10:42,4095.857679825851
2025-06-09 12:10:51,4111.7579497795305
2025-06-09 12:10:59,4119.290820285591
2025-06-09 12:11:08,4119.706677387286
2025-06-09 12:11:16,4100.801849230534
2025-06-09 12:11:24,4082.124871127373
2025-06-09 12:11:33,4098.622832979918
2025-06-09 12:11:41,4099.084329444094
2025-06-09 12:11:50,4109.137545541392
2025-06-09 12:11:58,4100.538258545354
2025-06-09 12:12:06,4098.4159390402965
2025-06-09 12:12:15,4129.966586875604
2025-06-09 12:12:23,4104.105890774641
2025-06-09 12:12:32,4111.3890014348
2025-06-09 12:12:40,4114.060451155299
2025-06-09 12:12:48,4102.131508181532
2025-06-09 12:12:57,4124.000333985111
2025-06-09 12:13:05,4127.768045403358
2025-06-09 12:13:13,4096.393981684445
2025-06-09 12:13:22,4147.654124707707
2025-06-09 12:13:30,4121.339260004579
2025-06-09 12:13:39,4125.476528673944
2025-06-09 12:13:47,4135.482894695061
2025-06-09 12:13:55,4120.834380433107
2025-06-09 12:14:04,4148.860697675908
2025-06-09 12:14:12,4122.788273307479
2025-06-09 12:14:21,4124.95589580478
2025-06-09 12:14:29,4151.634341305432
2025-06-09 12:14:37,4103.883711620086
2025-06-09 12:14:46,4126.122185934558
2025-06-09 12:14:54,4135.894393777661
2025-06-09 12:15:03,4131.200855065356
2025-06-09 12:15:11,4147.422906251866
2025-06-09 12:15:19,4144.666571570677
2025-06-09 12:15:28,4145.701579053743
2025-06-09 12:15:36,4141.614967883692
2025-06-09 12:15:45,4130.1526089567005
2025-06-09 12:15:53,4135.337713198389
2025-06-09 12:16:01,4123.502499058817
2025-06-09 12:16:10,4139.589904818615
2025-06-09 12:16:18,4146.360299542408
2025-06-09 12:16:27,4123.937950324231
2025-06-09 12:16:35,4153.892328371202
2025-06-09 12:16:43,4122.244856955056
2025-06-09 12:16:52,4147.995653362679
2025-06-09 12:17:00,4123.322385151601
2025-06-09 12:17:09,4154.125308469279
2025-06-09 12:17:17,4140.844640619553
2025-06-09 12:17:25,4148.068514643255
2025-06-09 12:17:34,4153.961027868184
2025-06-09 12:17:42,4157.496514792805
2025-06-09 12:17:50,4141.61863454587
2025-06-09 12:17:59,4146.010334825189
2025-06-09 12:18:07,4119.443429931679
2025-06-09 12:18:16,4148.723717465866
2025-06-09 12:18:24,4148.20739724667
2025-06-09 12:18:32,4138.302142582376
2025-06-09 12:18:41,4146.0672508411535
2025-06-09 12:18:49,4151.464566698982
2025-06-09 12:18:58,4142.886417905667
2025-06-09 12:19:06,4135.251419005764
2025-06-09 12:19:14,4155.019296304685
2025-06-09 12:19:23,4149.184935430724
2025-06-09 12:19:31,4142.525791911229
2025-06-09 12:19:40,4136.614427913207
2025-06-09 12:19:48,4147.081244578475
2025-06-09 12:19:56,4147.802555637525
2025-06-09 12:20:05,4149.296890983322
2025-06-09 12:20:13,4138.580091342905
2025-06-09 12:20:22,4139.460804620233
2025-06-09 12:20:30,4134.017793251184
2025-06-09 12:20:38,4150.080604450972
2025-06-09 12:20:47,4151.469109004613
2025-06-09 12:20:55,4146.923034593814
2025-06-09 12:21:04,4148.242440454673
2025-06-09 12:21:12,4135.381571581473
2025-06-09 12:21:20,4149.3350582971925
2025-06-09 12:21:29,4140.6657473784335
2025-06-09 12:21:37,4141.735832141678
2025-06-09 12:21:45,4135.284413110221
2025-06-09 12:21:54,4124.148740074083
2025-06-09 12:22:02,4141.011024162097
2025-06-09 12:22:11,4157.258034750105
2025-06-09 12:22:19,4150.644242035631
2025-06-09 12:22:27,4133.002051593655
2025-06-09 12:22:36,4158.1913461529275
2025-06-09 12:22:44,4128.654049460384
2025-06-09 12:22:53,4155.159746500269
2025-06-09 12:23:01,4115.260634314403
2025-06-09 12:23:09,4131.958044832484
2025-06-09 12:23:18,4142.815847057505
2025-06-09 12:23:26,4096.201724300844
2025-06-09 12:23:35,4141.306029218308
2025-06-09 12:23:43,4145.7543156478005
2025-06-09 12:23:51,4108.474655298465
2025-06-09 12:24:00,4140.268561110208
2025-06-09 12:24:08,4100.435559499565
2025-06-09 12:24:17,4106.122369413371
2025-06-09 12:24:25,4103.616855901877
2025-06-09 12:24:33,4103.628496677532
2025-06-09 12:24:42,4128.588443348917
2025-06-09 12:24:50,4095.453159030737
2025-06-09 12:24:58,4100.482520129233
2025-06-09 12:25:07,4138.812521724361
2025-06-09 12:25:15,4113.286676233916
2025-06-09 12:25:24,4125.046619178535
2025-06-09 12:25:32,4105.436464806837
2025-06-09 12:25:40,4123.812667284447
2025-06-09 12:25:49,4105.353158599759
2025-06-09 12:25:57,4131.970899933776
2025-06-09 12:26:06,4115.492024804249
2025-06-09 12:26:14,4115.616096713442
2025-06-09 12:26:22,4126.150093061848
2025-06-09 12:26:31,4124.28545643232
2025-06-09 12:26:39,4131.85852914099
2025-06-09 12:26:48,4106.203160195951
2025-06-09 12:26:56,4138.702907502533
2025-06-09 12:27:04,4107.379866940735
2025-06-09 12:27:13,4137.201426495323
2025-06-09 12:27:21,4145.4398833823325
2025-06-09 12:27:30,4117.298936044972
2025-06-09 12:27:38,4133.686548688201
2025-06-09 12:27:46,4111.780063760741
2025-06-09 12:27:55,4128.251431341025
2025-06-09 12:28:03,4133.676860937772
2025-06-09 12:28:12,4115.97824742906
2025-06-09 12:28:20,4122.584236975956
2025-06-09 12:28:28,4125.179911189776
2025-06-09 12:28:37,4124.230006287711
2025-06-09 12:28:45,4124.945754013111
2025-06-09 12:28:53,4132.538344558169
2025-06-09 12:29:02,4128.486146523499
2025-06-09 12:29:10,4145.656979147362
2025-06-09 12:29:19,4150.247537182828
2025-06-09 12:29:27,4124.887985330188
2025-06-09 12:29:35,4146.476076444325
2025-06-09 12:29:44,4128.075935053862
2025-06-09 12:29:52,4119.636403971965
2025-06-09 12:30:01,4123.069479666562
2025-06-09 12:30:09,4106.937227080751
2025-06-09 12:30:17,4101.404102045939
2025-06-09 12:30:26,4125.416638957082
2025-06-09 12:30:34,4107.964531427419
2025-06-09 12:30:43,4118.379154255726
2025-06-09 12:30:51,4100.497840066061
2025-06-09 12:30:59,4112.975131600097
2025-06-09 12:31:08,4135.487979679704
2025-06-09 12:31:16,4118.673596037251
2025-06-09 12:31:25,4094.9889617920217
2025-06-09 12:31:33,4132.526886834696
2025-06-09 12:31:41,4092.8265434920786
2025-06-09 12:31:50,4147.225745327004
2025-06-09 12:31:58,4131.121148069113
2025-06-09 12:32:07,4098.899058942863
2025-06-09 12:32:15,4118.180256096514
2025-06-09 12:32:23,4129.8858367413095
2025-06-09 12:32:32,4137.875453664906
2025-06-09 12:32:40,4155.786986784165
2025-06-09 12:32:49,4151.3499129990205
2025-06-09 12:32:57,4140.807731402608
2025-06-09 12:33:05,4139.152156506232
2025-06-09 12:33:14,4158.074524267148
2025-06-09 12:33:22,4141.3713783955045
2025-06-09 12:33:30,4163.399697065588
2025-06-09 12:33:39,4151.233536403855
2025-06-09 12:33:47,4136.043520138882
2025-06-09 12:33:56,4149.394376279949
2025-06-09 12:34:04,4158.8982552801945
2025-06-09 12:34:12,4152.816313077158
2025-06-09 12:34:21,4149.960833801853
2025-06-09 12:34:29,4120.639858585934
2025-06-09 12:34:38,4126.02969336891
2025-06-09 12:34:46,4156.875261684515
2025-06-09 12:34:54,4158.105028388484
2025-06-09 12:35:03,4138.129331879123
2025-06-09 12:35:11,4141.854961680769
2025-06-09 12:35:20,4137.805940557687
2025-06-09 12:35:28,4144.904749994295
2025-06-09 12:35:36,4158.8992329278535
2025-06-09 12:35:45,4135.004568522157
2025-06-09 12:35:53,4158.415881827688
2025-06-09 12:36:02,4146.199538550425
2025-06-09 12:36:10,4128.5240259837365
2025-06-09 12:36:18,4133.62213415836
2025-06-09 12:36:27,4159.23209240225
2025-06-09 12:36:35,4129.285599604873
2025-06-09 12:36:43,4148.670965562047
2025-06-09 12:36:52,4157.661535254907
2025-06-09 12:37:00,4117.560214772911
2025-06-09 12:37:09,4136.473193651111
2025-06-09 12:37:17,4106.86365054467
2025-06-09 12:37:25,4104.088101447715
2025-06-09 12:37:34,4121.447434194437
2025-06-09 12:37:42,4111.005997288157
2025-06-09 12:37:51,4108.042888437426
2025-06-09 12:37:59,4092.0058174206865
2025-06-09 12:38:07,4126.72364070533
2025-06-09 12:38:16,4090.4011823663677
2025-06-09 12:38:24,4078.6710478306436
2025-06-09 12:38:33,4078.3091127328075
2025-06-09 12:38:41,4051.821655835262
2025-06-09 12:38:49,4072.9727101676935
2025-06-09 12:38:58,4080.659889971079
2025-06-09 12:39:06,4068.098212520997
2025-06-09 12:39:15,4066.138483192114
2025-06-09 12:39:23,4065.4288350539755
2025-06-09 12:39:31,4071.3173800147797
2025-06-09 12:39:40,4061.021910134351
2025-06-09 12:39:48,4058.1866751910397
2025-06-09 12:39:57,4077.475075930297
2025-06-09 12:40:05,4067.726661486331
2025-06-09 12:40:13,4047.476355982416
2025-06-09 12:40:22,4045.4147443521233
2025-06-09 12:40:30,4057.621902593152
2025-06-09 12:40:39,4055.7055824654217
2025-06-09 12:40:47,4042.7105651700945
2025-06-09 12:40:55,4050.76689021896
2025-06-09 12:41:04,4052.4646002848567
2025-06-09 12:41:12,4051.5255245657418
2025-06-09 12:41:21,4047.463491484191
2025-06-09 12:41:29,4056.5923202715835
2025-06-09 12:41:37,4049.089929843396
2025-06-09 12:41:46,4045.8447855978293
2025-06-09 12:41:54,4055.566123349573
2025-06-09 12:42:02,4048.2015724285893
2025-06-09 12:42:11,4040.2487833627292
2025-06-09 12:42:19,4047.317500890794
2025-06-09 12:42:28,4055.056767566454
2025-06-09 12:42:36,4053.622024115495
2025-06-09 12:42:44,4040.2175339044343
2025-06-09 12:42:53,4056.4756603486194
2025-06-09 12:43:01,4047.175890021458
2025-06-09 12:43:10,4056.1622264977937
2025-06-09 12:43:18,4041.0916496912278
2025-06-09 12:43:26,4047.3597856854963
2025-06-09 12:43:35,4048.1119307446993
2025-06-09 12:43:43,4046.6290811752747
2025-06-09 12:43:52,4053.3495840925225
2025-06-09 12:44:00,4056.2104080350505
2025-06-09 12:44:08,4069.191916036226
2025-06-09 12:44:17,4045.648735551689
2025-06-09 12:44:25,4054.5607643942512
2025-06-09 12:44:34,4057.415804721193
2025-06-09 12:44:42,4059.0244970647736
2025-06-09 12:44:50,4055.925829374509
2025-06-09 12:44:59,4049.690596382191
2025-06-09 12:45:07,4049.7962394262145
2025-06-09 12:45:15,4043.374671456473
2025-06-09 12:45:24,4049.1594722486807
2025-06-09 12:45:32,4043.9158863649354
2025-06-09 12:45:41,4042.2290280583998
2025-06-09 12:45:49,4056.719995754758
2025-06-09 12:45:57,4053.6385745418684
2025-06-09 12:46:06,4056.118493128325
2025-06-09 12:46:14,4048.3157274514506
2025-06-09 12:46:23,4044.167931406331
2025-06-09 12:46:31,4049.3465752770453
2025-06-09 12:46:39,4053.1393719961916
2025-06-09 12:46:48,4056.811441318985
2025-06-09 12:46:56,4048.8445400463634
